가사,84,192
하아,45,181
나자,86,161
차나,62,196
다자,52,157
라아,82,154
다마,60,157
다하,71,196
차타,57,185
파하,85,185
차마,60,140
라자,80,195
파자,59,177
파차,75,193
마마,58,142
카가,53,161
마사,49,148
사가,86,192
사나,76,188
라사,92,184
하라,55,156
바사,75,149
파다,61,195
사파,79,196
하타,87,177
자차,42,148
가하,80,171
타라,67,179
가파,99,168
바가,80,165
하나,79,146
카자,77,150
자카,68,140
마자,42,170
아타,73,172
아마,74,188
마카,71,184
아차,60,155
자파,96,179
아사,85,170
타바,96,185
타사,90,189
라카,53,141
자마,74,166
사타,50,153
카사,85,161
아타,68,180
타카,94,162
자사,42,157
타아,57,186
라사,58,190
사라,62,175
라하,83,195
차다,63,187
마다,59,141
파나,81,184
가나,66,154
사하,84,189
자파,74,194
자가,41,170
마자,49,191
다자,56,177
가카,65,180
사카,83,176
타하,48,166
마하,98,183
차바,54,147
사하,88,199
타다,83,158
바아,82,143
아하,49,185
마하,69,155
가나,89,197
자파,86,181
사가,84,196
타다,48,195
바라,48,145
차다,60,167
하다,41,167
다자,41,147
차하,41,178
나나,41,155
하자,93,144
타차,92,166
타다,89,145
파파,72,157
하자,41,176
하파,84,170
가다,53,197
마가,64,164
사마,67,198
나파,58,178
라카,56,195
타아,75,179
다마,47,158
카아,81,196
다바,48,152
하카,70,199
마카,93,156
나나,53,159
타차,55,172
차카,76,190
바바,76,182
카하,65,146
타라,87,177
바카,96,194
파나,41,162
다하,54,191
마바,99,175
마파,58,189
마아,42,161
바사,45,140
타차,82,145
타자,93,181
바사,74,143
가다,42,192
아나,99,199
차나,85,157
차바,86,198
사마,42,172
바자,96,152
마라,73,154
라자,85,153
바바,73,173
다자,96,183
파파,78,163
사자,67,163
하타,41,193
자가,49,160
마바,49,146
자가,49,193
가파,63,195
마자,45,199
다나,87,187
파나,63,171
아마,48,176
아바,55,173
나마,62,199
타다,46,175
하아,93,173
자카,69,160
나하,64,176
카파,84,197
차사,62,192
다다,46,161
파타,81,168
타사,89,196
자하,64,179
자사,61,180
차타,99,142
카라,51,173
라라,50,159
자나,51,159
아카,58,153
가하,63,144
차바,84,171
파나,57,163
라아,67,142
가가,62,162
가파,42,145
사다,43,154
타타,67,149
마카,40,173
나다,77,143
아차,80,166
아차,63,195
나차,56,153
하가,46,186
가나,63,143
자다,98,170
바자,80,175
카라,92,173
사자,51,155
카자,48,142
라바,65,153
차카,89,199
차가,83,152
하자,96,171
나라,82,144
차하,51,156
카다,82,177
바자,49,158
마카,52,189
타가,93,142
가나,79,166
사파,84,168
사가,82,146
카자,54,177
카사,46,190
다타,79,153
라차,74,167
나다,63,174
자나,70,199
타나,47,174
아바,79,173
바아,90,173
파타,58,148
차타,70,172
차가,63,145
다타,59,185
나바,97,140
카다,69,191
바바,83,176
가라,61,189
사사,49,186
파나,91,142
가마,66,189
라나,66,165
차가,67,175
가사,61,148
가하,71,199
라아,80,165
카카,56,195
마카,91,191
자아,75,173
마아,92,153
카나,60,185
카바,96,154
바나,64,157
타사,98,145
가바,66,191
다파,76,174
다차,94,160
라파,49,199
차자,77,176
바가,89,189
카아,59,183
아하,69,155
타카,86,144
가자,95,190
바라,56,146
타자,55,194
바자,42,167
마나,93,167
파마,87,155
바하,42,142
바가,49,163
라카,85,167
하다,45,198
타아,86,186
라나,70,141
바자,84,160
나바,96,171
타아,85,140
자차,71,188
아하,46,179
자마,59,199
사가,41,171
차라,49,142
파하,76,195
타라,87,182
타사,55,161
아바,91,163
나사,88,154
다타,69,154
자카,70,196
사타,83,143
다차,77,183
하나,45,170
카하,58,190
차라,53,177
자사,80,185
타아,54,157
파자,51,166
타다,58,181
가차,42,158
바나,49,168
타사,49,162
하바,42,165
자타,52,164
차라,51,170
파하,63,165
차나,95,165
라다,60,198
라바,96,155
다다,62,184
카자,53,178
차자,60,151
하하,88,179
파다,96,168
마타,90,156
타자,79,164
카아,53,176
가사,56,180
하아,65,148
차사,71,157
자파,48,196
라차,62,185
마자,83,195
다나,58,185
아라,64,177
라바,82,154
다나,48,182
카차,56,140
사바,69,168
가타,71,183
타다,61,154
라라,58,183
파하,99,178
사가,72,175
다파,51,195
파바,77,165
하카,85,143
바카,67,175
나바,98,199
아하,77,183
가타,55,151
마다,99,179
하타,74,165
바라,42,160
카타,67,181
사가,45,194
나아,58,185
차차,87,179
가하,95,196
자타,84,142
바카,61,147
라카,77,174
아차,74,161
타다,96,176
가자,43,173
사마,67,178
사차,88,172
라바,45,184
마차,51,154
바다,49,165
라하,52,157
사사,92,179
마마,93,158
아하,54,183
타라,85,192
파타,79,181
가사,92,149
가아,61,199
가하,58,155
하차,80,141
라하,78,194
마사,84,167
아차,91,163
마마,51,176
자바,94,194
카가,96,142
차나,94,199
차라,45,142
파가,51,185
차차,72,157
차라,58,157
아차,99,142
카카,66,176
자하,86,151
다사,84,191
가타,50,185
마나,63,194
파자,97,166
차타,94,186
나나,76,184
차다,46,167
바아,96,164
가사,88,178
마카,56,161
라마,51,162
자파,57,194
가차,47,178
나마,47,190
타바,60,152
하파,66,162
차아,92,184
나차,76,182
바다,87,144
타차,50,190
다라,41,169
다나,55,198
가사,97,188
파파,59,186
타가,53,189
라바,60,184
가사,54,190
파카,96,172
파파,68,155
사다,41,172
카아,51,141
카파,88,171
가파,44,163
라하,83,168
마가,74,194
하하,53,174
자파,66,164
하자,41,170
나사,79,167
나가,94,187
아파,44,176
